Search Gene	Found FBGN	Found Gene	embryo 00-02hr	embryo 02-04hr	embryo 04-06hr	embryo 06-08hr	embryo 08-10hr	embryo 10-12hr	embryo 12-14hr	embryo 14-16hr	embryo 16-18hr	embryo 18-20hr	embryo 20-22hr	embryo 22-24hr	larva L1	larva L2	larva L3 12hr old	larva L3 puffstage 1-2	larva L3 puffstage 3-6	larva L3 puffstage 7-9	white prepupae new	white prepupae 12hr	white prepupae 24hr	pupae 2d postWPP	pupae 3d postWPP	pupae 4d postWPP	adult male 01day	adult male 05day	adult male 30day	adult female 01day	adult female 05day	adult female 30day
FBgn0000588	FBgn0000588	esc	77	37	52	31	19	10	7	7	5	3	3	4	8	5	3	4	5	5	4	6	6	3	2	4	4	4	5	18	31	32
FBgn0000591	FBgn0000591	E(spl)m8-HLH	1	10	39	87	58	28	14	4	2	2	1	1	0	0	1	5	9	14	13	14	5	0	0	0	0	0	0	0	0	0
FBgn0000592	FBgn0000592	Est-6	0	0	0	0	1	2	2	1	2	2	2	2	14	23	32	4	1	0	0	2	1	1	7	8	318	484	337	40	37	27
FBgn0000594	FBgn0000594	Est-P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	15	11	0	0	0	0	0	0	0	0	0	1	0
FBgn0000606	FBgn0000606	eve	5	98	11	6	6	6	5	10	5	5	3	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000611	FBgn0000611	exd	49	90	90	87	81	81	80	59	53	40	39	42	27	21	15	19	35	48	58	47	57	34	23	17	22	20	19	29	37	35
FBgn0000615	FBgn0000615	exu	216	7	2	1	2	1	2	3	2	1	0	1	1	4	7	23	48	58	57	90	127	150	135	108	216	280	270	71	179	177
FBgn0000617	FBgn0000617	e(y)1	57	94	81	81	72	59	36	38	25	15	16	13	18	15	13	15	20	21	23	24	27	19	9	12	11	12	15	31	35	37
FBgn0000618	FBgn0000618	e(y)2	47	61	57	45	43	47	24	19	14	10	10	10	13	15	13	24	28	26	25	29	33	22	11	9	11	12	13	18	27	28
FBgn0000625	FBgn0000625	eyg	0	0	1	8	11	8	6	4	1	1	2	2	2	1	1	1	3	4	4	4	5	2	1	2	2	2	2	1	0	0
FBgn0000629	FBgn0000629	E(z)	42	23	50	34	24	17	17	12	11	9	9	10	16	12	9	10	12	14	14	15	17	12	9	7	9	10	13	20	29	29
FBgn0000635	FBgn0000635	Fas2	3	7	19	49	61	49	75	61	48	35	25	27	23	13	10	7	13	20	33	43	41	40	21	12	12	11	12	11	5	5
FBgn0000639	FBgn0000639	Fbp1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2813	7262	7229	12706	1234	1066	1017	391	262	17	0	0	15	0	0
FBgn0000640	FBgn0000640	Fbp2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	4038	3828	3285	3967	1292	987	857	380	305	18	0	0	25	0	0
FBgn0000644	FBgn0000644	Fcp3C	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	2	2	1	0	0	0	1	21	78	83
FBgn0000658	FBgn0000658	fj	1	19	50	80	68	48	38	16	12	12	8	8	7	6	4	7	12	15	14	24	29	16	9	11	4	1	0	2	0	0
FBgn0000659	FBgn0000659	fkh	1	21	40	58	53	35	32	25	19	21	11	10	13	8	7	5	12	15	19	16	11	7	5	11	8	10	14	7	2	3
FBgn0000662	FBgn0000662	fl(2)d	60	85	61	69	63	53	51	41	36	30	45	37	21	16	12	10	20	27	28	25	35	33	20	12	13	15	16	22	33	35
FBgn0000667	FBgn0000667	Actn	69	45	41	33	29	56	95	225	282	432	356	295	235	238	338	181	125	59	45	71	46	97	378	725	319	140	83	232	56	55
FBgn0000709	FBgn0000709	fliI	44	29	21	22	19	17	16	14	12	10	10	9	12	9	8	7	10	11	11	10	13	10	9	6	7	7	8	19	30	32
FBgn0000711	FBgn0000711	flw	17	20	5	5	9	11	16	15	24	24	20	22	10	9	7	5	8	9	13	17	14	17	13	15	15	15	13	11	13	12
FBgn0000715	FBgn0000715	FMRFa	0	0	0	0	0	0	0	0	1	2	3	4	6	3	2	1	1	1	1	1	1	2	2	2	4	6	13	2	1	2
FBgn0000719	FBgn0000719	fog	22	13	11	10	16	13	15	15	14	10	9	10	7	4	3	3	6	11	9	21	6	7	6	5	4	5	6	12	18	17
FBgn0000721	FBgn0000721	for	64	64	25	24	24	17	26	34	33	24	51	44	14	18	18	12	22	40	30	35	18	30	19	18	19	18	17	25	44	47
FBgn0000723	FBgn0000723	FER	0	8	11	13	17	19	18	18	15	11	12	12	7	9	8	8	16	18	16	22	22	24	26	16	20	23	25	10	5	4
FBgn0000808	FBgn0000808	gd	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3
FBgn0000810	FBgn0000810	fs(1)K10	19	27	19	25	22	11	17	9	9	5	10	10	4	4	3	3	6	8	8	7	10	7	5	3	4	5	4	11	21	19
FBgn0000826	FBgn0000826	png	113	10	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	32	53	63
FBgn0000927	FBgn0000927	fs(1)Ya	230	7	2	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	1	2	103	147	164
FBgn0000964	FBgn0000964	tj	0	0	0	0	0	1	2	2	2	3	2	2	2	1	0	0	0	0	1	1	1	1	1	2	1	1	1	19	23	19
FBgn0000996	FBgn0000996	dup	148	133	154	132	88	49	47	45	37	19	80	59	9	8	6	7	7	8	7	11	9	5	2	4	2	3	3	27	66	70
FBgn0001075	FBgn0001075	ft	1	6	31	49	48	22	36	16	6	5	3	3	5	3	2	3	8	9	11	12	28	14	5	2	2	1	1	1	0	0
FBgn0001077	FBgn0001077	ftz	5	98	16	18	14	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
FBgn0001078	FBgn0001078	ftz-f1	31	23	6	5	8	4	7	59	178	106	18	15	3	13	8	1	1	1	1	14	6	4	29	29	5	5	5	17	23	23
FBgn0001079	FBgn0001079	fu	42	51	27	24	22	16	14	19	13	9	18	15	5	3	3	3	6	7	7	11	10	5	3	4	3	4	4	11	16	18
FBgn0001083	FBgn0001083	fw	0	1	1	1	2	13	24	47	20	9	3	3	8	17	10	7	9	6	5	23	13	63	20	8	5	2	2	4	0	0
FBgn0001084	FBgn0001084	fy	15	9	10	13	12	12	7	3	2	2	2	2	2	2	2	3	4	7	7	7	11	7	2	1	2	2	3	3	6	7
FBgn0001085	FBgn0001085	fz	26	28	24	27	36	20	29	13	14	8	11	13	3	2	1	2	5	8	10	11	16	13	5	2	1	1	1	5	15	14
FBgn0001086	FBgn0001086	fzy	140	240	305	204	143	64	43	32	25	12	37	34	1	2	3	9	13	18	17	24	26	11	6	6	8	12	11	18	45	47
FBgn0001087	FBgn0001087	g	40	24	6	6	11	12	15	14	10	7	9	9	8	9	7	7	11	13	15	13	17	17	8	8	9	10	11	16	25	25
FBgn0001089	FBgn0001089	Gal	0	2	8	7	8	12	15	16	9	7	15	12	12	8	14	12	28	48	104	98	108	64	9	11	36	25	23	28	8	5
FBgn0001090	FBgn0001090	bnb	36	769	871	522	474	382	468	206	96	148	98	91	64	92	67	32	63	67	84	118	6019	280	78	86	75	57	43	45	15	11
FBgn0001091	FBgn0001091	Gapdh1	457	65	10	7	12	20	33	197	263	343	414	369	1148	1335	1635	1485	842	387	254	164	156	397	1122	2452	2189	1687	462	2089	659	472
FBgn0001092	FBgn0001092	Gapdh2	939	28	13	9	12	31	78	360	497	578	773	754	1594	1437	1437	1287	713	331	341	203	161	295	628	599	748	520	404	1062	866	832
FBgn0001098	FBgn0001098	Gdh	176	196	85	39	59	113	209	515	479	413	459	405	913	715	718	246	137	79	70	74	88	110	412	215	205	182	155	237	165	169
FBgn0001099	FBgn0001099	gdl	13	25	9	6	5	3	6	1	2	1	2	4	1	1	1	5	11	16	13	22	32	45	39	17	49	65	37	2	11	10
FBgn0001104	FBgn0001104	Galphai	151	246	213	208	168	125	110	69	64	36	59	61	19	23	18	23	34	55	74	54	57	39	23	18	14	12	13	41	79	79
FBgn0001105	FBgn0001105	Gbeta13F	62	90	83	78	88	109	99	76	78	59	55	60	41	31	23	18	39	54	67	61	72	65	44	23	24	23	23	33	47	43
FBgn0001108	FBgn0001108	DCTN1-p150	55	14	20	18	17	16	14	12	12	12	12	12	13	16	14	12	17	21	22	18	20	18	15	14	18	18	18	30	42	42
FBgn0001112	FBgn0001112	Gld	0	0	0	0	0	1	2	7	12	12	2	2	2	29	7	11	23	36	5	15	2	66	40	7	22	33	37	2	1	2
FBgn0001120	FBgn0001120	gnu	194	22	5	4	3	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	36	120	123
FBgn0001122	FBgn0001122	Galphao	9	12	5	7	10	15	36	18	27	23	28	39	21	12	5	3	8	13	15	17	20	21	17	7	8	7	5	6	9	8
FBgn0001123	FBgn0001123	Galphas	2	18	45	41	42	34	62	19	29	26	24	32	20	24	22	23	30	41	42	39	45	39	26	14	16	13	11	8	6	5
FBgn0001124	FBgn0001124	Got1	110	94	29	13	20	35	45	64	63	79	138	143	217	211	216	210	133	88	70	66	102	81	85	146	214	204	235	132	107	102
FBgn0001125	FBgn0001125	Got2	208	4	2	2	5	20	29	64	71	104	170	146	320	274	405	203	123	81	144	116	84	95	82	196	255	149	169	243	229	226
FBgn0001128	FBgn0001128	Gpdh	63	23	16	28	31	22	15	16	30	96	364	376	232	300	277	103	41	19	27	34	20	15	53	759	668	308	139	498	140	125
FBgn0001133	FBgn0001133	grau	37	35	29	31	33	34	22	22	17	14	14	13	12	10	10	9	10	11	11	13	16	13	13	11	11	11	12	17	19	20
FBgn0001134	FBgn0001134	Grd	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0
FBgn0001137	FBgn0001137	grk	15	8	7	6	6	6	8	9	8	5	4	3	4	5	7	7	7	8	7	6	8	11	28	24	14	13	17	18	17	17
FBgn0001138	FBgn0001138	grn	0	4	10	17	20	31	18	18	12	13	14	10	7	5	3	2	6	7	7	6	10	4	2	3	1	1	1	1	0	0
FBgn0001139	FBgn0001139	gro	118	172	99	94	81	59	50	59	43	24	45	36	24	16	14	14	25	28	31	34	44	24	14	15	16	20	25	37	52	56
FBgn0001142	FBgn0001142	Gs1	147	47	21	52	72	141	115	145	153	99	76	80	76	114	137	130	304	452	552	175	140	116	100	62	65	49	55	74	91	89
FBgn0001145	FBgn0001145	Gs2	1	4	10	66	90	66	64	56	75	192	235	234	224	167	93	184	319	504	212	78	100	63	102	614	396	330	254	288	99	93
FBgn0001147	FBgn0001147	gsb-n	0	1	3	17	16	13	8	3	1	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1	2	3	3	0	0	0
FBgn0001148	FBgn0001148	gsb	1	21	82	61	26	17	10	3	1	2	1	1	1	1	0	0	1	2	1	2	3	1	0	0	1	1	1	0	0	0
FBgn0001149	FBgn0001149	GstD1	671	17	13	21	33	112	116	174	157	179	301	344	397	727	894	553	415	373	405	301	468	527	355	271	353	314	396	385	526	534
FBgn0001150	FBgn0001150	gt	6	84	38	12	7	4	3	2	2	2	2	2	2	1	1	0	1	1	1	1	2	3	3	2	2	2	3	1	1	1
FBgn0001168	FBgn0001168	h	2	53	17	15	18	16	14	10	22	64	43	49	28	18	20	20	31	26	35	28	19	11	10	20	23	39	39	21	11	12
FBgn0001169	FBgn0001169	H	46	48	20	27	28	18	19	19	12	7	19	13	4	3	3	3	8	9	12	11	15	8	4	3	4	5	5	13	22	24
FBgn0001174	FBgn0001174	halo	44	576	80	12	4	1	1	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0001179	FBgn0001179	hay	25	29	27	21	17	12	14	10	7	5	5	5	8	8	7	8	11	14	14	16	19	13	7	5	8	9	10	12	19	19
FBgn0001180	FBgn0001180	hb	109	118	56	57	35	15	12	9	5	3	5	5	1	0	0	0	0	0	0	0	1	1	1	4	3	3	3	23	40	43
FBgn0001186	FBgn0001186	Hex-A	50	18	4	4	8	20	24	17	23	32	59	55	69	48	38	25	32	30	45	46	22	29	38	77	113	85	67	98	56	52
FBgn0001187	FBgn0001187	Hex-C	0	0	0	1	0	0	0	1	5	32	40	37	14	24	66	1	0	1	5	0	1	1	0	46	140	82	63	72	26	30
FBgn0001189	FBgn0001189	hfw	18	18	23	24	26	26	29	23	19	15	10	10	13	12	13	22	24	26	27	31	38	26	16	15	19	19	23	22	16	17
FBgn0001197	FBgn0001197	His2Av	468	817	897	887	752	419	339	261	196	106	213	164	90	107	57	75	106	120	123	130	160	57	28	43	29	37	41	161	256	242
FBgn0001202	FBgn0001202	hook	24	30	28	22	24	24	26	15	14	12	20	18	7	8	7	9	12	17	20	18	20	22	14	9	14	14	13	12	20	20
FBgn0001208	FBgn0001208	Hn	2	0	0	0	1	4	11	19	23	16	17	31	45	35	66	71	54	28	24	30	17	19	56	24	58	39	29	27	33	30
FBgn0001215	FBgn0001215	Hrb98DE	219	429	550	430	416	215	263	204	134	80	137	117	94	73	67	51	105	126	124	149	192	148	84	86	94	141	167	95	147	137
FBgn0001216	FBgn0001216	Hsc70-1	0	0	0	0	0	2	4	3	2	7	5	6	2	1	2	1	3	3	3	8	11	17	72	110	104	99	87	38	9	5
FBgn0001217	FBgn0001217	Hsc70-2	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	7	17	21	20	39	63	72	78	71	111	146	159	1	0	1
FBgn0001218	FBgn0001218	Hsc70-3	384	176	82	218	291	490	593	373	199	149	116	114	264	560	340	234	358	380	554	215	426	373	118	162	251	242	301	227	318	312
FBgn0001220	FBgn0001220	Hsc70-5	118	25	45	86	108	190	183	209	194	146	178	158	311	271	193	46	49	52	53	77	88	166	170	121	140	152	157	137	157	148
FBgn0001222	FBgn0001222	Hsf	86	46	36	35	35	38	39	28	20	14	13	14	15	13	10	10	15	19	21	37	38	55	20	37	12	15	16	27	54	53
FBgn0001223	FBgn0001223	Hsp22	15	11	4	4	10	15	9	7	5	6	10	7	3	4	6	3	4	8	12	67	57	189	25	109	16	18	28	5	7	8
FBgn0001224	FBgn0001224	Hsp23	25	78	63	63	81	84	41	36	26	31	37	24	10	10	19	150	1287	3504	4595	6242	2777	1793	384	1169	45	43	43	18	13	11
FBgn0001225	FBgn0001225	Hsp26	1276	55	23	11	24	57	22	20	7	18	33	21	12	9	20	45	168	617	824	956	576	1234	155	768	81	134	125	340	751	742
FBgn0001226	FBgn0001226	Hsp27	515	105	25	30	56	70	46	27	10	10	7	6	4	7	18	99	440	914	1022	1195	1088	386	56	162	38	57	57	99	224	220
FBgn0001227	FBgn0001227	Hsp67Ba	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	3	9	26	43	69	86	42	4	4	2	1	1	1	0	0
FBgn0001228	FBgn0001228	Hsp67Bb	14	10	4	4	9	13	8	6	4	6	9	7	3	4	6	3	4	7	11	61	52	172	24	100	16	20	29	5	6	7
FBgn0001229	FBgn0001229	Hsp67Bc	0	1	1	6	15	32	37	28	27	26	25	26	16	5	3	5	26	113	184	189	110	253	70	62	3	3	3	1	0	0
FBgn0001230	FBgn0001230	Hsp68	1	3	1	4	9	24	6	4	2	8	10	8	9	8	19	46	74	225	162	372	263	207	68	172	27	42	35	6	2	3
FBgn0001233	FBgn0001233	Hsp83	1325	229	185	166	269	375	342	204	156	134	231	220	709	521	433	248	463	621	513	683	595	471	362	339	354	436	424	820	1288	1307
FBgn0001235	FBgn0001235	hth	1	16	31	25	23	17	28	12	14	12	10	12	8	6	5	3	11	18	20	11	20	12	6	4	5	4	3	2	1	1
FBgn0001247	FBgn0001247	Ide	23	6	13	12	13	12	21	17	21	20	22	28	26	25	21	15	18	22	22	19	24	28	30	19	25	25	25	22	27	26
FBgn0001248	FBgn0001248	Idh	204	23	5	6	10	58	112	227	148	137	249	285	628	459	579	252	172	156	171	213	212	243	231	208	323	320	336	252	192	200
FBgn0001250	FBgn0001250	if	1	6	12	13	12	18	25	45	71	117	62	61	29	23	32	15	18	15	13	13	13	16	49	36	28	24	22	17	6	7
FBgn0001253	FBgn0001253	ImpE1	0	0	1	4	7	17	78	174	28	5	2	2	3	75	12	2	15	44	84	15	24	123	30	1	0	0	0	0	0	0
FBgn0001255	FBgn0001255	ImpE3	1	2	2	4	3	2	2	2	1	1	1	1	1	9	3	3	14	50	108	8	9	12	2	3	1	1	1	1	1	1
FBgn0001256	FBgn0001256	ImpL1	2	4	2	11	19	139	557	599	77	16	4	7	7	371	64	0	0	4	41	25	21	751	14	30	1	1	1	0	0	0
FBgn0001257	FBgn0001257	ImpL2	4	67	290	192	173	138	144	75	55	80	36	49	33	29	23	20	45	62	57	87	64	46	29	39	26	32	42	25	29	32
FBgn0001258	FBgn0001258	ImpL3	2	10	8	23	23	91	176	431	263	167	283	233	476	428	338	343	152	62	25	29	25	50	26	57	44	38	38	35	9	9
FBgn0001259	FBgn0001259	in	0	1	3	8	9	13	8	2	0	0	1	1	3	1	1	2	4	7	12	10	13	6	2	2	2	1	1	1	0	0
FBgn0001269	FBgn0001269	inv	0	1	4	9	9	9	6	3	2	2	2	2	1	1	1	1	2	3	3	4	6	3	1	1	1	1	1	0	0	0
FBgn0001276	FBgn0001276	ix	46	54	36	35	36	34	29	23	15	11	25	19	7	7	5	8	11	14	14	13	16	14	6	5	5	5	7	11	17	19
FBgn0001280	FBgn0001280	janA	86	154	177	112	75	53	51	26	23	13	19	20	16	38	32	38	46	59	57	48	78	65	60	39	57	70	64	38	74	70
FBgn0001281	FBgn0001281	janB	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	12	20	16	29	41	62	66	45	109	132	107	0	0	0
FBgn0001285	FBgn0001285	Jon44E	0	0	0	0	0	0	0	0	1	10	167	169	376	912	380	1389	497	162	22	2	1	1	0	1	57	55	37	117	42	46
FBgn0001291	FBgn0001291	Jra	39	12	16	19	21	39	34	32	39	58	46	49	26	18	16	24	32	46	57	42	37	25	21	25	22	30	35	23	29	32
FBgn0001296	FBgn0001296	kar	1	5	10	19	24	27	24	46	33	18	9	8	5	2	3	7	10	12	41	12	9	12	22	33	16	12	13	48	41	41
FBgn0001297	FBgn0001297	kay	4	4	5	7	7	11	8	15	19	27	21	20	14	12	17	13	23	26	28	20	12	10	21	41	36	39	39	29	12	12
FBgn0001301	FBgn0001301	kel	23	52	57	38	34	24	20	18	22	42	53	57	15	5	12	9	28	35	19	46	26	19	12	15	10	11	10	13	16	15
FBgn0001308	FBgn0001308	Khc	108	59	27	39	48	62	64	67	55	47	50	46	49	59	44	33	43	47	53	56	65	50	38	46	37	35	40	52	68	68
FBgn0001311	FBgn0001311	kkv	0	2	2	4	9	25	44	111	61	30	21	22	17	44	46	28	28	20	21	165	85	125	58	24	18	2	2	13	0	0
FBgn0001316	FBgn0001316	klar	28	29	30	33	35	35	45	48	45	45	36	31	14	11	10	9	17	20	26	24	40	60	21	24	14	14	13	31	39	37
FBgn0001319	FBgn0001319	kn	0	2	6	8	9	14	15	14	12	11	7	7	5	1	1	0	1	2	2	2	3	2	1	1	1	1	1	0	0	0
FBgn0001320	FBgn0001320	kni	4	72	24	37	40	41	25	12	7	7	6	5	4	3	2	2	4	6	7	4	13	13	8	3	4	5	6	3	1	1
FBgn0001321	FBgn0001321	knk	0	0	0	1	1	6	18	17	13	5	2	3	2	9	6	4	5	10	16	54	17	35	9	7	3	1	1	1	0	0
FBgn0001323	FBgn0001323	knrl	0	8	8	10	9	11	14	5	4	4	3	3	2	2	1	1	1	2	3	2	5	7	4	2	2	2	2	1	0	0
FBgn0001324	FBgn0001324	kto	15	14	36	35	25	15	15	14	9	8	6	5	7	5	5	7	14	12	12	15	23	11	7	7	9	11	12	10	11	12
FBgn0001325	FBgn0001325	Kr	2	44	62	33	17	9	9	5	5	4	3	4	3	1	2	5	4	5	4	1	0	0	0	0	0	0	0	0	0	0
FBgn0001330	FBgn0001330	kz	21	15	16	19	19	13	12	9	7	5	14	12	14	6	4	2	3	3	3	3	4	3	2	2	2	2	3	10	16	16
FBgn0001341	FBgn0001341	l(1)1Bi	31	46	31	36	37	27	26	15	11	7	21	17	24	14	8	4	5	6	5	5	5	5	3	3	3	3	3	13	23	24
FBgn0001404	FBgn0001404	egh	43	27	20	17	19	14	27	25	23	17	23	28	17	13	12	10	18	29	29	40	24	19	12	11	19	21	24	21	29	29
FBgn0001491	FBgn0001491	l(1)10Bb	27	47	53	42	41	39	31	14	15	9	14	13	10	10	8	10	12	17	15	16	16	15	11	9	10	14	15	10	17	17
FBgn0001565	FBgn0001565	Hlc	99	128	99	97	107	75	66	58	52	52	83	80	52	25	23	29	36	41	35	32	34	24	18	22	30	34	26	57	68	67
FBgn0001612	FBgn0001612	Grip91	33	14	8	13	9	4	5	3	3	2	2	3	3	3	3	5	8	9	8	8	9	6	5	4	4	5	5	10	22	21
FBgn0001624	FBgn0001624	dlg1	17	34	33	25	24	17	22	22	27	25	26	24	17	12	12	6	11	12	12	10	15	18	29	35	19	16	16	20	14	14
FBgn0001942	FBgn0001942	eIF-4a	766	1305	1412	1436	1493	1615	1087	1145	1019	957	1044	908	1024	706	615	561	681	820	831	942	866	702	498	666	502	545	630	837	682	722
FBgn0001961	FBgn0001961	Arpc1	93	100	80	75	77	106	57	72	61	67	61	49	88	87	97	117	119	119	116	86	94	69	51	64	67	88	103	80	67	78
FBgn0001965	FBgn0001965	Sos	34	21	32	33	27	19	18	17	13	11	9	8	12	7	6	7	11	12	13	15	21	13	7	9	9	12	14	17	22	24
FBgn0001967	FBgn0001967	NimC3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	2	4	2	0	0	0	0	0	0	0
FBgn0001970	FBgn0001970	Pgant35A	6	3	4	5	6	5	2	1	1	0	0	1	1	1	1	1	2	2	2	2	4	2	1	1	1	1	1	1	5	4
FBgn0001977	FBgn0001977	CIAPIN1	34	34	37	40	38	36	25	15	12	8	12	12	12	16	13	22	50	109	107	44	40	28	17	15	18	24	22	15	21	22
FBgn0001978	FBgn0001978	stc	102	97	44	48	58	54	42	46	30	20	28	24	32	20	16	10	17	17	17	18	28	25	15	18	22	29	34	52	61	67
FBgn0001981	FBgn0001981	esg	2	15	27	23	28	29	39	19	13	12	7	8	5	3	2	4	8	12	13	15	12	17	6	2	2	2	3	1	0	1
FBgn0001983	FBgn0001983	wor	0	5	27	52	41	20	18	6	4	3	1	2	1	1	1	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0
FBgn0001986	FBgn0001986	l(2)35Df	48	79	73	61	50	37	28	26	19	11	34	24	28	12	9	7	10	10	10	12	15	10	6	8	9	13	14	24	28	29
FBgn0001987	FBgn0001987	Gli	4	20	38	52	54	64	50	46	46	34	19	21	12	12	9	10	18	28	37	25	39	23	27	10	9	8	9	7	5	6
FBgn0001989	FBgn0001989	ND-B17	59	83	79	66	62	81	52	50	60	103	107	93	97	129	128	74	45	38	37	40	41	67	143	158	187	162	69	119	74	62
FBgn0001990	FBgn0001990	wek	29	34	25	20	18	12	13	11	9	6	11	10	5	4	4	4	6	7	6	6	8	6	4	3	4	4	4	8	15	15
FBgn0001991	FBgn0001991	Ca-alpha1D	0	0	1	1	2	3	6	7	9	9	8	9	8	5	6	1	2	2	2	2	3	8	26	13	14	13	12	7	2	2
FBgn0001992	FBgn0001992	Cyp303a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	20	3	1	2	2	2	1	0	0
FBgn0001994	FBgn0001994	crp	47	92	103	95	70	58	57	41	29	24	39	34	20	10	10	10	21	21	21	28	49	29	13	9	10	12	14	24	32	32
FBgn0001995	FBgn0001995	mRpL4	72	69	54	55	59	80	54	79	63	46	45	38	74	66	58	25	19	18	16	16	20	47	62	33	29	29	36	57	51	55
FBgn0002021	FBgn0002021	l(2)37Bb	28	14	12	17	22	35	27	22	22	17	17	16	24	27	21	12	13	14	14	12	15	21	24	15	17	20	20	19	26	26
FBgn0002022	FBgn0002022	Catsup	57	87	77	61	77	101	95	83	64	38	36	33	31	57	49	55	62	55	59	39	47	41	26	24	41	49	54	37	45	46
FBgn0002023	FBgn0002023	Lim3	0	0	0	1	3	12	11	9	8	9	6	6	5	2	2	2	2	3	2	3	3	3	2	2	3	4	4	1	0	0
FBgn0002031	FBgn0002031	l(2)37Cc	149	44	27	53	74	124	101	146	129	104	103	82	192	165	129	52	50	55	47	46	62	101	89	64	64	73	86	121	129	134
FBgn0002036	FBgn0002036	CG10561	12	3	1	2	4	5	5	5	5	5	6	5	4	4	5	5	7	8	8	13	19	25	36	39	64	75	76	14	9	10
FBgn0002044	FBgn0002044	swm	89	57	35	52	51	52	45	38	32	32	26	23	24	20	17	13	21	23	25	25	30	27	18	21	19	19	20	35	52	57
FBgn0002069	FBgn0002069	Aats-asp	74	15	22	50	60	67	69	57	49	43	38	37	69	80	75	64	67	87	164	113	91	84	40	38	35	28	31	73	85	80
FBgn0002121	FBgn0002121	l(2)gl	49	79	98	69	57	29	78	48	83	46	30	39	12	21	16	15	23	23	24	19	26	17	14	7	9	9	8	17	42	35
FBgn0002174	FBgn0002174	l(2)tid	56	24	15	24	27	53	37	66	48	48	51	38	92	67	52	18	19	18	18	27	37	54	61	77	83	94	109	62	48	53
FBgn0002183	FBgn0002183	dre4	110	37	108	75	54	25	17	11	7	5	6	6	25	21	18	21	31	32	30	45	46	16	8	11	12	17	17	46	77	76
FBgn0002283	FBgn0002283	l(3)73Ah	94	29	35	38	41	54	37	23	17	12	12	11	16	15	11	12	17	19	22	22	27	23	13	13	15	21	24	37	61	65
FBgn0002284	FBgn0002284	Prosbeta6	388	493	199	112	125	91	84	101	65	45	41	39	73	134	109	151	256	319	346	162	181	125	102	175	145	165	226	221	221	232
FBgn0002354	FBgn0002354	l(3)87Df	15	6	6	6	8	13	14	12	15	17	23	26	20	24	15	10	12	9	8	9	10	18	23	15	23	24	22	17	22	22
FBgn0002413	FBgn0002413	dco	159	119	56	68	71	57	63	55	43	30	32	33	18	15	13	10	19	33	46	41	36	29	18	18	14	16	16	41	73	78
FBgn0002431	FBgn0002431	hyd	42	60	61	47	43	21	41	26	25	15	33	32	19	16	16	9	18	21	23	22	31	24	16	10	19	21	20	20	36	35
FBgn0002440	FBgn0002440	l(3)mbn	0	0	0	0	0	0	0	0	0	0	3	2	7	1	67	74	27	4	0	0	0	0	8	10	2	0	0	1	0	0
FBgn0002441	FBgn0002441	l(3)mbt	49	43	25	28	28	17	19	22	21	14	16	15	14	8	7	5	8	9	9	16	16	12	9	11	13	14	16	17	23	25
FBgn0002466	FBgn0002466	sti	51	96	129	117	79	36	31	19	15	7	29	23	1	2	3	7	12	12	11	20	16	3	2	2	2	3	3	7	18	20
FBgn0002521	FBgn0002521	pho	22	33	28	24	30	32	34	7	14	6	14	23	4	5	4	5	10	19	20	17	20	15	10	3	7	6	5	4	19	13
FBgn0002522	FBgn0002522	lab	0	1	4	5	3	4	6	9	7	7	7	6	7	3	2	1	1	1	1	1	1	1	1	1	1	2	2	1	0	0
FBgn0002525	FBgn0002525	Lam	119	222	323	396	323	337	212	152	86	52	34	32	56	40	22	28	54	61	63	66	112	48	24	15	16	25	24	44	61	63
FBgn0002526	FBgn0002526	LanA	2	14	54	167	197	134	293	278	220	130	61	68	94	99	57	27	47	49	55	24	40	35	55	18	9	6	4	22	14	12
FBgn0002531	FBgn0002531	Lcp1	0	0	1	1	3	1	1	1	0	1	0	0	0	1	194	7141	8198	4336	137	19	2	1	0	0	2	1	8	1	0	1
