Search Gene	Found FBGN	Found Gene	extended cold, 4-day adult	cold shock, 4-day adult	heat shock, 4-day adult	Cadmium 50 mM 6 hrs, larvae L3	Cadmium 50 mM 12 hrs, larvae L3	Cadmium 50 mM 48 hrs, 4-day adult	Cadmium 100 mM 48 hrs, 4-day adult	Copper 0.5 mM 12 hrs, larvae L3	Copper 15 mM 48 hrs, 4-day adult	Zinc 5 mM 12 hrs, larvae L3	Zinc 4.5 mM 48 hrs, 4-day adult	Ethanol 2.5% 3 hrs, larvae L3	Ethanol 5% 3 hrs, larvae L3	Ethanol 10% 3 hrs, larvae L3	Caffeine 1.5 mg/ml 4 hrs, larvae L3	Caffeine 2.5 mg/ml 48 hrs, 4-day adult	Caffeine 25 mg/ml 48 hrs, 4-day adult	Paraquat 5 mM 48 hrs, 4-day adult	Paraquat 10 mM 48 hrs, 4-day adult	Rotenone 2 µg 12 hrs, larvae L3	Rotenone 8 µg 12 hrs, larvae L3	Rotenone starved, 10-day adult	Sindbis virus, larval stage	Sindbis virus, pupal stage	Sindbis virus, 4-day adult male	Sindbis virus, 4-day adult female	Resveratrol 100uM, 10-day adult
FBgn0034240	FBgn0034240	MESR4	10	7	16	2	3	18	38	3	25	2	10	32	3	3	3	27	11	20	22	3	2	9	5	5	3	10	13
FBgn0034242	FBgn0034242	CG14480	53	49	45	40	55	59	86	64	93	56	88	53	40	34	29	82	52	79	71	38	37	12	23	29	17	18	8
FBgn0034243	FBgn0034243	Ns2	12	11	26	17	25	29	43	12	22	11	20	33	22	19	25	42	11	34	40	32	23	29	24	34	54	53	33
FBgn0034246	FBgn0034246	Dcr-2	7	6	15	9	16	13	22	4	16	2	9	19	13	7	18	17	6	18	21	12	6	21	19	38	25	30	33
FBgn0034247	FBgn0034247	CG6484	10	2	16	12	3	15	13	2	10	2	36	26	31	15	9	85	17	40	268	11	11	164	288	13	35	145	330
FBgn0034249	FBgn0034249	RhoGAP54D	6	3	8	2	2	9	19	1	8	2	2	21	2	2	2	14	6	12	11	1	1	7	1	6	1	8	8
FBgn0034251	FBgn0034251	ND-51L1	1	2	2	2	4	2	3	0	9	1	8	3	1	1	3	2	2	5	6	1	1	5	8	6	2	1	2
FBgn0034253	FBgn0034253	CG10936	4	3	7	8	10	10	3	12	4	9	2	3	11	7	15	3	3	4	3	7	8	5	8	19	9	5	2
FBgn0034258	FBgn0034258	eIF3-S8	171	122	130	90	47	136	180	170	135	112	139	162	83	78	75	168	138	154	170	74	81	93	105	150	246	175	236
FBgn0034259	FBgn0034259	P32	26	21	55	48	29	53	62	23	28	19	19	84	37	40	19	60	24	51	72	53	59	38	24	54	103	110	60
FBgn0034261	FBgn0034261	HPS4	3	3	5	4	4	4	8	1	4	1	4	8	4	2	4	9	3	9	7	4	2	9	10	11	6	11	12
FBgn0034262	FBgn0034262	swi2	1	1	2	5	6	2	1	4	1	2	5	1	4	2	4	2	1	6	6	3	3	8	6	1	5	4	11
FBgn0034263	FBgn0034263	CG10934	5	5	8	5	9	10	13	4	20	2	27	14	3	1	3	12	7	21	20	2	2	8	39	35	2	0	5
FBgn0034264	FBgn0034264	CG10933	1	1	1	3	9	1	1	1	0	1	1	0	4	3	4	0	1	1	0	4	1	5	3	32	4	2	1
FBgn0034265	FBgn0034265	Snx16	5	4	7	3	8	6	10	1	10	2	3	12	5	3	4	13	3	10	8	5	3	8	6	14	7	12	10
FBgn0034266	FBgn0034266	CG4975	2	1	7	8	5	5	4	4	1	5	1	6	7	7	7	4	2	5	8	8	8	10	17	7	16	15	11
FBgn0034267	FBgn0034267	CG4984	2	1	6	8	5	5	4	4	1	5	1	6	7	7	7	4	2	4	8	8	8	9	17	6	16	14	11
FBgn0034269	FBgn0034269	CG6406	11	6	14	6	4	13	29	6	10	6	6	25	5	4	4	23	9	17	18	5	6	15	15	10	10	21	31
FBgn0034270	FBgn0034270	CG6401	2	1	5	1	3	2	4	0	2	0	1	8	2	2	1	3	2	3	5	4	1	8	3	9	5	10	8
FBgn0034271	FBgn0034271	CG4996	6	5	11	3	6	11	19	2	14	4	6	21	4	4	4	16	8	16	14	4	2	12	12	20	8	22	20
FBgn0034272	FBgn0034272	Ir54a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0
FBgn0034274	FBgn0034274	CG10931	0	0	1	2	2	1	0	0	1	0	1	1	1	0	1	0	0	2	2	2	1	3	4	4	1	0	1
FBgn0034275	FBgn0034275	CG5002	4	4	9	16	17	13	7	12	1	10	5	7	9	12	9	2	2	5	10	26	17	12	28	21	58	17	19
FBgn0034276	FBgn0034276	Sardh	1	0	7	12	5	8	2	5	1	3	2	2	10	9	25	3	1	1	2	15	18	9	5	14	24	2	4
FBgn0034277	FBgn0034277	OstDelta	11	11	42	48	49	51	38	16	17	18	13	44	69	52	48	33	14	35	33	69	47	20	29	61	85	39	32
FBgn0034278	FBgn0034278	CG14488	1	0	3	2	5	3	3	0	4	0	10	6	1	1	2	2	1	9	8	2	0	3	15	13	1	0	1
FBgn0034279	FBgn0034279	CG18635	2	2	3	2	2	7	9	2	4	3	6	9	8	5	6	3	3	3	6	6	5	10	7	3	13	7	11
FBgn0034281	FBgn0034281	CG14490	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	5	1	1	0	0	0
FBgn0034282	FBgn0034282	Mapmodulin	259	193	155	74	176	218	468	145	635	172	285	238	117	81	92	436	254	339	172	114	48	12	10	34	21	31	12
FBgn0034283	FBgn0034283	CG14492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
FBgn0034284	FBgn0034284	CG14491	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0034286	FBgn0034286	dpr13	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	4	3	2	0	1	2
FBgn0034288	FBgn0034288	CG5084	134	181	219	558	451	198	1	495	19	556	49	2	643	600	724	0	143	1	0	648	994	8	1	2	313	0	1
FBgn0034290	FBgn0034290	CG5773	6	3	37	125	175	40	5	35	2	33	7	10	133	122	55	5	4	10	16	87	75	30	39	16	112	40	62
FBgn0034291	FBgn0034291	CG5770	203	265	213	333	449	188	1	364	19	412	56	3	264	396	283	1	180	8	1	346	297	6	1	6	44	4	5
FBgn0034292	FBgn0034292	CG5767	261	297	374	637	319	313	17	132	20	747	72	48	520	764	605	41	196	88	9	615	870	24	26	1	99	39	28
FBgn0034293	FBgn0034293	CG14495	4	6	4	7	7	2	2	2	4	3	17	2	6	2	4	4	4	4	5	6	1	7	7	2	17	9	5
FBgn0034295	FBgn0034295	CG10911	441	368	207	87	130	221	175	101	490	247	2416	222	289	211	156	802	443	766	1978	238	114	153	195	3	151	204	211
FBgn0034296	FBgn0034296	CG10912	824	1236	476	456	837	532	47	1149	191	947	605	46	844	816	716	200	1109	126	449	1131	872	270	374	74	1379	380	352
FBgn0034299	FBgn0034299	CG5757	7	6	26	8	11	15	37	7	16	3	6	40	11	9	7	27	7	28	24	15	7	8	2	6	8	17	5
FBgn0034300	FBgn0034300	CG5098	10	7	9	1	3	15	27	3	18	3	11	26	2	2	3	25	11	21	19	2	2	6	2	3	1	3	5
FBgn0034301	FBgn0034301	CG5756	1	2	0	0	6	1	1	0	0	1	1	0	0	1	0	0	1	0	2	1	0	4	0	1	3	0	0
FBgn0034304	FBgn0034304	CG5742	4	5	5	2	2	4	7	2	4	2	4	10	3	3	3	8	4	5	6	4	5	6	4	7	7	7	8
FBgn0034307	FBgn0034307	CG10914	3	1	4	2	2	3	4	1	2	1	1	5	2	2	1	4	2	4	5	3	3	5	1	2	1	3	3
FBgn0034308	FBgn0034308	CG10915	22	21	15	6	7	16	32	13	12	10	13	29	6	6	6	31	18	24	24	5	5	14	10	15	6	17	25
FBgn0034310	FBgn0034310	Nup75	5	4	9	6	6	7	11	8	4	4	4	15	6	4	5	10	4	9	9	6	5	12	9	18	15	22	20
FBgn0034312	FBgn0034312	CG10916	6	3	8	12	17	9	15	7	4	5	4	9	22	18	18	5	3	5	27	20	20	9	12	19	14	10	15
FBgn0034313	FBgn0034313	CG5726	41	28	26	9	7	30	49	11	18	15	18	58	5	7	5	53	29	45	35	5	6	16	11	16	10	25	29
FBgn0034314	FBgn0034314	nopo	4	2	7	2	2	6	15	1	13	0	4	14	2	1	1	11	5	12	9	2	1	6	1	3	2	11	5
FBgn0034315	FBgn0034315	CG5721	17	12	20	23	35	19	22	18	7	13	10	31	21	20	18	19	10	22	26	24	18	20	32	71	39	37	28
FBgn0034318	FBgn0034318	CG14500	15	9	68	217	140	90	2	17	4	38	10	10	181	103	133	0	11	8	6	226	181	6	37	2	85	53	7
FBgn0034321	FBgn0034321	CG14502	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	2	0	0	1	1
FBgn0034322	FBgn0034322	CG18536	0	0	1	0	0	1	2	0	0	0	7	2	0	0	0	2	0	4	1	0	0	2	2	0	0	1	1
FBgn0034323	FBgn0034323	CG18537	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	2	1	0	2	1
FBgn0034325	FBgn0034325	CG18539	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	2	0	0	3	3	1	0	1	2
FBgn0034326	FBgn0034326	CG18540	0	0	1	0	0	1	1	0	1	0	1	2	0	0	0	3	0	3	3	0	0	6	6	0	0	4	4
FBgn0034327	FBgn0034327	CG14505	1	1	1	0	1	1	1	0	1	1	5	2	0	0	0	1	0	3	3	1	1	7	14	7	0	0	2
FBgn0034328	FBgn0034328	IM23	5	3	7	24	1	3	1	0	1	0	5	11	6	11	18	2	2	2	4	37	14	4	28	13	13	18	8
FBgn0034331	FBgn0034331	CG15067	42	27	42	30	0	23	35	0	38	1	99	71	6	12	11	86	20	51	111	20	12	204	369	19	41	316	459
FBgn0034335	FBgn0034335	GstE1	22	17	111	29	29	39	52	15	17	18	19	145	37	33	24	53	23	47	102	27	25	24	60	43	27	73	45
FBgn0034345	FBgn0034345	CG5174	17	18	37	42	56	41	33	20	25	20	23	40	45	35	33	39	15	35	36	48	39	28	40	78	47	56	47
FBgn0034346	FBgn0034346	CG12263	4	3	7	4	6	7	8	2	4	1	2	10	4	4	3	7	3	7	8	5	4	8	10	15	9	13	11
FBgn0034350	FBgn0034350	CG5189	1	1	2	2	3	2	1	1	1	1	1	1	4	2	3	1	0	1	2	4	2	6	4	9	5	5	5
FBgn0034351	FBgn0034351	CG5190	6	7	11	7	8	14	14	7	9	7	9	16	9	7	9	14	5	14	16	11	9	9	8	8	14	12	9
FBgn0034352	FBgn0034352	CG17669	1	1	3	2	3	2	4	0	8	2	10	4	1	1	3	1	1	5	6	2	1	6	7	5	1	0	1
FBgn0034354	FBgn0034354	GstE11	2	1	11	23	18	10	10	6	5	3	3	17	21	14	26	7	2	4	17	20	29	14	18	53	39	23	25
FBgn0034356	FBgn0034356	CG10924	8	6	18	26	40	19	4	12	2	7	5	6	42	26	38	2	4	4	5	33	31	11	8	46	97	7	12
FBgn0034360	FBgn0034360	CG10927	1	2	3	2	2	3	4	0	4	0	1	6	2	3	2	4	1	5	5	3	3	7	2	3	2	5	4
FBgn0034361	FBgn0034361	mRpS28	2	2	9	8	6	6	4	2	4	2	2	8	6	7	3	6	1	6	8	7	13	8	6	11	17	14	8
FBgn0034362	FBgn0034362	CG5323	14	9	28	25	13	28	31	19	21	24	14	37	18	21	14	33	12	36	48	18	25	26	23	39	52	48	35
FBgn0034363	FBgn0034363	CG5327	1	0	2	0	1	1	3	0	2	0	3	4	0	0	0	1	0	4	6	0	1	5	9	5	0	0	1
FBgn0034364	FBgn0034364	CG5493	9	9	11	22	28	16	10	2	3	4	8	11	16	20	16	11	7	3	4	20	18	11	36	32	45	20	12
FBgn0034365	FBgn0034365	CG5335	2	2	11	16	17	13	9	4	6	4	2	12	21	15	14	6	3	9	9	21	16	14	15	9	75	26	18
FBgn0034366	FBgn0034366	Atg7	3	3	5	3	20	6	7	2	6	2	2	7	4	3	4	7	3	7	5	4	1	4	4	16	4	7	5
FBgn0034368	FBgn0034368	CG5482	24	21	44	53	104	43	47	31	29	29	42	49	66	46	68	47	20	57	61	68	49	17	40	54	39	36	21
FBgn0034371	FBgn0034371	SP2637	5	8	10	6	7	6	10	5	5	3	6	16	5	5	4	9	5	10	18	6	4	25	41	38	13	33	50
FBgn0034372	FBgn0034372	Gint3	8	6	16	16	27	17	20	11	16	8	14	22	19	15	20	16	6	22	30	23	16	20	34	46	32	31	29
FBgn0034377	FBgn0034377	CG15071	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	3	1	1	0	0	0
FBgn0034379	FBgn0034379	CG15073	1	3	3	2	3	3	4	2	4	1	3	5	2	1	2	4	2	3	4	1	1	10	4	7	4	7	8
FBgn0034380	FBgn0034380	Vps51	6	5	10	4	8	8	11	2	9	3	9	14	7	5	6	13	5	13	13	5	4	11	11	13	7	13	12
FBgn0034381	FBgn0034381	List	1	0	0	0	0	0	1	0	1	0	4	1	1	1	0	2	1	2	5	1	0	9	10	1	1	5	13
FBgn0034382	FBgn0034382	CG18609	4	2	7	1	1	5	8	0	3	0	16	11	8	1	3	31	5	17	28	2	0	21	47	2	11	31	28
FBgn0034383	FBgn0034383	CG17821	0	2	1	0	1	0	0	0	0	0	3	1	0	0	0	1	0	1	2	0	0	3	5	11	0	0	1
FBgn0034387	FBgn0034387	Cyp12b2	3	2	7	7	14	6	5	2	8	4	11	7	11	7	12	7	3	18	13	12	7	11	23	5	9	15	17
FBgn0034389	FBgn0034389	Mctp	3	1	4	0	1	4	12	1	8	1	4	9	2	1	2	7	2	6	8	1	1	6	4	2	1	4	6
FBgn0034390	FBgn0034390	CG15093	19	14	138	176	52	160	33	73	11	53	14	65	204	229	125	45	20	39	61	207	391	35	113	31	366	91	75
FBgn0034391	FBgn0034391	CG15080	2	2	0	0	0	1	2	0	1	1	1	1	0	0	0	1	1	1	2	0	0	4	4	9	1	2	0
FBgn0034392	FBgn0034392	MFS15	2	4	7	9	12	8	5	3	3	2	2	7	11	9	11	5	3	6	6	11	7	11	22	26	18	18	16
FBgn0034394	FBgn0034394	CG15096	8	5	18	23	19	15	6	9	6	7	26	12	45	23	30	15	5	28	30	24	24	38	111	8	36	65	72
FBgn0034396	FBgn0034396	CG15097	5	5	1	1	3	1	3	0	1	3	1	2	1	1	1	1	3	1	3	1	1	7	7	9	2	3	6
FBgn0034397	FBgn0034397	CG15082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1
FBgn0034398	FBgn0034398	CG15098	30	25	94	120	269	104	94	45	65	32	76	108	210	106	270	111	29	96	151	209	118	198	221	552	320	254	299
FBgn0034399	FBgn0034399	CG15083	2	1	11	18	25	14	11	2	9	4	10	16	30	14	29	12	5	14	11	22	10	13	17	36	21	24	16
FBgn0034401	FBgn0034401	MetRS	10	6	19	10	8	22	22	10	10	6	8	31	11	14	8	17	8	19	26	15	14	19	25	27	47	41	35
FBgn0034402	FBgn0034402	CG15084	1	0	2	2	2	3	6	1	0	0	3	6	2	2	1	3	1	5	4	1	3	7	4	6	4	6	5
FBgn0034403	FBgn0034403	CG18190	13	11	25	3	8	27	64	4	63	3	15	56	4	3	4	67	21	41	35	4	1	9	2	15	3	36	11
FBgn0034405	FBgn0034405	Jheh2	10	11	35	43	40	31	32	12	15	10	19	45	111	32	243	67	20	38	49	25	28	29	56	41	45	51	45
FBgn0034406	FBgn0034406	Jheh3	8	9	71	155	84	76	17	40	6	37	17	30	134	121	138	28	12	30	34	146	172	24	44	7	176	56	35
FBgn0034407	FBgn0034407	DptB	6	2	17	108	2	7	4	0	14	3	30	16	63	75	77	2	5	2	3	131	56	114	171	574	795	134	312
FBgn0034408	FBgn0034408	sano	7	10	3	3	5	3	6	7	7	9	13	3	3	3	3	5	9	5	4	3	2	6	4	13	2	3	7
FBgn0034411	FBgn0034411	CG18605	1	1	1	0	1	2	1	0	0	2	1	1	1	1	1	0	0	2	2	2	2	5	6	4	2	0	2
FBgn0034413	FBgn0034413	CG15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0034415	FBgn0034415	CG15116	1	2	2	0	0	0	0	0	0	0	4	3	0	0	0	0	1	3	3	0	0	8	39	1	0	0	4
FBgn0034416	FBgn0034416	CG15109	15	14	13	5	21	18	19	17	19	14	43	29	6	6	7	9	12	38	39	10	4	17	89	88	8	1	20
FBgn0034417	FBgn0034417	CG15117	2	2	4	3	4	3	3	1	1	1	5	6	5	4	4	2	1	5	9	4	4	11	33	11	18	9	15
FBgn0034418	FBgn0034418	CG15118	15	11	19	18	15	18	18	10	11	13	13	22	18	15	18	16	13	22	27	18	13	19	30	40	30	28	33
FBgn0034419	FBgn0034419	CG15111	11	8	20	17	22	20	21	9	11	11	15	25	20	19	20	22	11	24	28	29	23	20	44	35	42	31	29
FBgn0034420	FBgn0034420	CG10737	19	14	34	29	17	35	33	21	28	22	45	37	29	32	31	31	19	46	56	25	32	39	68	18	25	43	95
FBgn0034422	FBgn0034422	CG7137	10	10	18	17	14	22	35	13	20	9	10	26	9	12	7	33	16	25	21	14	19	11	6	15	11	17	10
FBgn0034423	FBgn0034423	tbrd-2	0	1	1	1	3	2	2	1	3	1	5	1	2	1	3	1	1	3	3	2	2	4	6	7	2	0	1
FBgn0034425	FBgn0034425	CG11906	9	5	11	4	5	10	18	6	10	4	8	26	5	4	5	19	7	19	16	4	3	12	8	11	7	19	17
FBgn0034426	FBgn0034426	CG10476	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	3	0	0	0	0	0
FBgn0034428	FBgn0034428	CG18606	4	5	37	145	42	43	0	38	1	62	6	0	25	53	8	0	9	0	0	110	70	4	0	1	8	0	0
FBgn0034429	FBgn0034429	CG18607	1	1	17	41	19	21	2	28	0	2	1	1	17	38	10	0	1	0	0	57	22	4	0	1	4	0	0
FBgn0034430	FBgn0034430	mip40	7	6	15	12	11	15	20	6	17	4	7	26	8	7	8	18	9	17	16	11	10	10	9	22	10	17	13
FBgn0034432	FBgn0034432	CG7461	54	35	97	91	84	94	101	43	78	46	85	114	131	106	108	97	53	111	116	113	56	38	101	45	115	112	71
FBgn0034433	FBgn0034433	EndoB	8	7	8	4	5	11	25	1	24	3	14	14	3	2	3	21	9	17	14	3	1	8	7	6	2	9	9
FBgn0034435	FBgn0034435	CG9975	23	17	17	7	11	24	41	12	40	14	88	42	6	7	9	18	17	58	67	6	8	14	56	24	4	1	20
FBgn0034436	FBgn0034436	CG11961	2	2	11	18	18	18	7	7	5	8	8	7	33	21	17	4	2	8	10	37	21	13	13	13	71	16	20
FBgn0034437	FBgn0034437	CG10051	1	1	5	12	15	7	0	3	0	5	2	1	11	11	6	0	1	1	0	19	9	4	1	1	22	1	2
FBgn0034438	FBgn0034438	CG9416	1	2	2	3	6	1	1	1	2	2	1	2	6	2	3	2	1	3	3	2	2	6	16	23	8	12	6
FBgn0034439	FBgn0034439	CG10062	1	1	4	6	6	6	1	2	1	2	3	1	11	9	10	1	1	2	5	18	13	5	6	4	14	5	3
FBgn0034440	FBgn0034440	CG10073	0	0	26	84	43	33	0	10	0	6	1	0	57	39	24	0	1	0	0	36	23	3	1	1	13	1	1
FBgn0034441	FBgn0034441	CG10081	0	0	1	4	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	3	0	0	1	0	0
FBgn0034442	FBgn0034442	CG11257	1	1	4	5	5	4	6	0	6	1	3	4	6	2	4	4	2	4	4	4	3	5	3	4	3	6	5
FBgn0034446	FBgn0034446	Arl6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	3	1	1	0	1	0
FBgn0034447	FBgn0034447	CG7744	8	5	23	4	5	24	48	2	23	3	7	58	3	6	3	44	9	38	34	8	6	12	3	5	5	19	23
FBgn0034451	FBgn0034451	TBCB	15	10	30	16	37	27	39	14	38	10	27	36	25	18	17	33	24	30	35	27	9	11	15	38	22	33	14
FBgn0034452	FBgn0034452	Oseg6	1	0	2	0	0	2	4	0	2	1	1	4	0	0	0	2	1	3	3	0	0	4	1	3	1	2	2
FBgn0034454	FBgn0034454	CG15120	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	2	1	0	4	3	1	0	2	1
FBgn0034455	FBgn0034455	CG11007	6	2	13	8	7	8	13	1	4	2	2	21	7	7	5	14	4	18	17	8	8	19	21	37	20	39	37
FBgn0034456	FBgn0034456	Ir56b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0
FBgn0034457	FBgn0034457	Ir56c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
FBgn0034458	FBgn0034458	Ir56d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
FBgn0034459	FBgn0034459	CG16716	1	1	3	0	1	3	3	0	6	0	7	6	0	0	0	2	1	8	10	0	0	7	22	9	1	0	5
FBgn0034461	FBgn0034461	CG15124	0	0	2	2	4	3	5	1	9	0	8	3	1	1	2	2	2	9	6	1	0	2	7	8	1	0	1
FBgn0034462	FBgn0034462	CG15905	3	0	0	1	11	0	0	2	0	3	0	0	0	1	1	0	0	0	0	2	0	5	0	75	1	0	0
FBgn0034463	FBgn0034463	CG15125	1	0	2	0	2	1	3	0	3	0	3	3	0	0	1	2	0	5	5	0	1	3	6	4	0	0	1
FBgn0034464	FBgn0034464	CG11018	1	1	5	1	7	7	12	1	12	1	17	10	2	1	2	5	2	16	16	2	1	5	24	17	1	0	3
FBgn0034467	FBgn0034467	CG15128	4	5	8	3	6	6	13	2	14	3	21	15	2	2	3	4	5	16	24	2	1	7	34	23	2	0	5
FBgn0034468	FBgn0034468	Obp56a	12	11	63	115	93	58	2	47	5	20	11	16	86	98	67	4	14	9	20	81	77	7	11	1202	185	21	7
FBgn0034470	FBgn0034470	Obp56d	4	6	32	58	137	23	3	13	1	9	11	13	124	54	251	9	7	17	27	38	29	41	108	65	193	83	84
FBgn0034471	FBgn0034471	Obp56e	2	2	5	10	3	3	2	0	0	3	1	3	8	3	23	8	1	5	5	6	3	6	50	1	8	35	7
FBgn0034472	FBgn0034472	CG8517	5	5	15	6	10	11	25	0	16	3	32	36	3	2	3	11	5	38	65	4	2	18	112	52	3	1	14
FBgn0034473	FBgn0034473	Or56a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0034474	FBgn0034474	Obp56g	31	27	49	0	0	4	7	2	13	0	95	75	0	0	0	9	25	123	116	0	0	96	1059	3	0	21	141
FBgn0034475	FBgn0034475	Obp56h	1	1	5	5	8	6	1	1	2	2	2	0	12	12	9	0	1	3	1	9	7	4	2	1	8	1	1
FBgn0034476	FBgn0034476	Toll-7	3	3	1	2	3	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	5	7	20	2	2	6
FBgn0034477	FBgn0034477	CG13872	3	3	3	0	1	4	5	0	7	0	11	7	0	0	1	2	2	6	12	1	0	8	17	5	0	0	3
FBgn0034478	FBgn0034478	CG10822	1	1	3	3	5	1	5	1	8	0	6	4	1	1	2	3	1	10	7	2	0	2	10	11	1	0	1
FBgn0034479	FBgn0034479	CG8654	1	1	3	3	3	3	4	0	4	1	4	4	7	3	4	6	1	6	5	3	4	7	22	11	9	11	12
FBgn0034480	FBgn0034480	CG16898	3	5	19	13	21	32	64	1	24	2	15	37	85	35	53	33	7	19	143	26	30	8	23	2	25	30	10
FBgn0034481	FBgn0034481	CG11041	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0
FBgn0034483	FBgn0034483	CG16894	2	2	5	2	4	4	6	3	8	1	20	10	1	2	2	2	2	16	14	2	2	10	59	43	3	0	9
FBgn0034484	FBgn0034484	CG11044	0	0	1	1	0	2	3	1	2	1	1	4	1	0	1	1	0	3	3	1	1	7	4	1	3	3	4
FBgn0034485	FBgn0034485	CG11099	2	1	2	0	0	3	6	0	3	0	9	5	0	0	0	3	2	7	9	0	0	7	14	0	0	9	7
FBgn0034486	FBgn0034486	CG13869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
FBgn0034487	FBgn0034487	Efhc1.2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	4	1	0	0	1
FBgn0034488	FBgn0034488	CG11208	21	15	51	92	34	48	33	34	10	17	11	51	48	51	68	28	18	32	41	76	95	29	30	66	95	67	69
FBgn0034489	FBgn0034489	ppk6	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	5	1	1	4	0	0
FBgn0034490	FBgn0034490	CG9864	6	2	14	13	13	10	2	4	1	6	4	12	16	14	7	6	4	9	21	11	10	26	35	23	60	38	54
FBgn0034491	FBgn0034491	Hsl	8	5	10	3	3	12	22	3	9	3	8	25	4	3	6	15	7	18	21	4	2	15	17	17	6	20	34
FBgn0034493	FBgn0034493	CG8908	0	0	1	0	0	1	1	0	0	0	1	2	0	0	0	1	0	1	1	0	0	8	3	2	2	3	3
FBgn0034494	FBgn0034494	CG10444	4	3	10	9	28	10	13	1	6	1	4	19	11	10	7	10	3	11	14	9	8	12	24	17	29	28	25
FBgn0034495	FBgn0034495	CG11788	2	2	3	3	2	4	5	0	4	3	1	7	1	1	2	5	2	5	4	3	2	5	1	3	3	4	3
FBgn0034496	FBgn0034496	CG9143	7	5	13	5	3	13	18	2	8	3	6	21	2	6	3	13	8	16	19	7	8	9	3	4	8	15	10
FBgn0034497	FBgn0034497	CG9090	67	36	126	79	37	68	40	50	54	46	78	113	73	101	91	28	49	114	144	63	114	62	952	8	36	570	141
FBgn0034498	FBgn0034498	CG16868	7	4	9	2	2	10	14	3	6	2	4	23	2	2	2	13	6	12	13	2	1	7	3	7	3	8	11
FBgn0034499	FBgn0034499	Cpr56F	7	5	4	9	8	3	3	10	5	3	5	3	7	6	4	2	4	6	9	8	6	7	6	34	40	1	3
FBgn0034500	FBgn0034500	CG11200	13	8	15	4	12	16	15	7	14	2	13	20	8	9	9	15	11	26	19	10	9	15	23	16	14	31	25
FBgn0034501	FBgn0034501	CG13868	18	13	42	21	13	53	91	12	60	10	49	94	22	19	13	62	23	70	109	18	14	108	102	45	68	100	277
FBgn0034502	FBgn0034502	CG13871	2	1	2	1	3	3	4	3	6	1	7	3	1	1	3	2	2	6	3	2	2	5	5	4	1	0	1
FBgn0034503	FBgn0034503	MED8	14	8	18	17	16	18	24	10	10	3	8	23	11	12	9	23	8	28	22	13	18	9	7	17	9	14	11
FBgn0034504	FBgn0034504	CG8929	54	44	30	20	19	25	39	24	16	33	19	46	15	18	17	38	36	36	45	17	25	11	7	11	3	10	19
FBgn0034505	FBgn0034505	CG16739	18	18	16	2	10	18	41	8	66	9	86	31	4	3	3	21	18	54	62	4	4	7	45	20	2	0	6
FBgn0034506	FBgn0034506	CG13870	1	1	2	1	1	3	3	1	2	0	5	5	1	1	1	1	1	7	8	1	1	4	6	3	0	0	2
FBgn0034507	FBgn0034507	CG11192	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	35	7	1	0
FBgn0034509	FBgn0034509	Obp57c	4	9	13	0	0	6	8	0	26	0	58	15	0	0	0	23	12	50	39	0	0	12	41	0	0	31	13
